ID,ECLO
ACCIDENT_39781,4.2236776
ACCIDENT_39782,4.5904903
ACCIDENT_39783,4.7013135
ACCIDENT_39784,4.9471927
ACCIDENT_39785,4.702409
ACCIDENT_39786,3.6029117
ACCIDENT_39787,5.0204835
ACCIDENT_39788,3.857698
ACCIDENT_39789,4.5841336
ACCIDENT_39790,4.6179996
ACCIDENT_39791,4.3166394
ACCIDENT_39792,3.8073087
ACCIDENT_39793,4.72863
ACCIDENT_39794,3.8518999
ACCIDENT_39795,5.005836
ACCIDENT_39796,3.952351
ACCIDENT_39797,5.1114645
ACCIDENT_39798,4.8941154
ACCIDENT_39799,4.9137754
ACCIDENT_39800,4.7677207
ACCIDENT_39801,4.4774394
ACCIDENT_39802,4.934973
ACCIDENT_39803,4.9846196
ACCIDENT_39804,5.1839166
ACCIDENT_39805,3.8646185
ACCIDENT_39806,4.9522376
ACCIDENT_39807,5.406533
ACCIDENT_39808,4.879417
ACCIDENT_39809,4.9096665
ACCIDENT_39810,3.5218332
ACCIDENT_39811,4.3006763
ACCIDENT_39812,4.7675676
ACCIDENT_39813,4.6550355
ACCIDENT_39814,3.8368514
ACCIDENT_39815,4.901934
ACCIDENT_39816,5.1298423
ACCIDENT_39817,4.688612
ACCIDENT_39818,5.1744437
ACCIDENT_39819,5.1690164
ACCIDENT_39820,4.9633956
ACCIDENT_39821,5.297296
ACCIDENT_39822,5.5992656
ACCIDENT_39823,5.3257375
ACCIDENT_39824,5.0549493
ACCIDENT_39825,5.2207055
ACCIDENT_39826,4.7705064
ACCIDENT_39827,4.971663
ACCIDENT_39828,4.732894
ACCIDENT_39829,5.189934
ACCIDENT_39830,5.2921667
ACCIDENT_39831,5.2241917
ACCIDENT_39832,5.156417
ACCIDENT_39833,5.3489985
ACCIDENT_39834,5.384583
ACCIDENT_39835,4.3803678
ACCIDENT_39836,5.047836
ACCIDENT_39837,4.982211
ACCIDENT_39838,5.03383
ACCIDENT_39839,5.4135303
ACCIDENT_39840,4.996159
ACCIDENT_39841,4.7518544
ACCIDENT_39842,4.6487308
ACCIDENT_39843,4.822468
ACCIDENT_39844,4.6265173
ACCIDENT_39845,5.2179976
ACCIDENT_39846,4.6856427
ACCIDENT_39847,4.890376
ACCIDENT_39848,5.1658096
ACCIDENT_39849,4.633542
ACCIDENT_39850,3.705117
ACCIDENT_39851,4.9128003
ACCIDENT_39852,4.52101
ACCIDENT_39853,3.9570105
ACCIDENT_39854,4.717174
ACCIDENT_39855,5.0522842
ACCIDENT_39856,4.567814
ACCIDENT_39857,4.6802397
ACCIDENT_39858,4.818246
ACCIDENT_39859,4.8413777
ACCIDENT_39860,4.815738
ACCIDENT_39861,3.6245852
ACCIDENT_39862,4.7631326
ACCIDENT_39863,3.8465207
ACCIDENT_39864,3.8904335
ACCIDENT_39865,4.3678856
ACCIDENT_39866,4.7136393
ACCIDENT_39867,4.678501
ACCIDENT_39868,4.8598285
ACCIDENT_39869,4.9647903
ACCIDENT_39870,4.767636
ACCIDENT_39871,4.692185
ACCIDENT_39872,4.5285916
ACCIDENT_39873,4.454854
ACCIDENT_39874,4.663055
ACCIDENT_39875,4.609449
ACCIDENT_39876,4.469047
ACCIDENT_39877,4.4091973
ACCIDENT_39878,4.4343824
ACCIDENT_39879,4.747703
ACCIDENT_39880,3.6943638
ACCIDENT_39881,3.919774
ACCIDENT_39882,4.8218465
ACCIDENT_39883,4.5191326
ACCIDENT_39884,4.782029
ACCIDENT_39885,4.744284
ACCIDENT_39886,4.3400245
ACCIDENT_39887,4.1016793
ACCIDENT_39888,4.5294895
ACCIDENT_39889,3.7431543
ACCIDENT_39890,4.7650476
ACCIDENT_39891,4.9045024
ACCIDENT_39892,4.214709
ACCIDENT_39893,4.695615
ACCIDENT_39894,3.4376657
ACCIDENT_39895,4.6398263
ACCIDENT_39896,4.481417
ACCIDENT_39897,4.5545683
ACCIDENT_39898,3.9016492
ACCIDENT_39899,4.7951236
ACCIDENT_39900,4.473438
ACCIDENT_39901,4.9778433
ACCIDENT_39902,3.6297913
ACCIDENT_39903,4.558665
ACCIDENT_39904,3.958533
ACCIDENT_39905,4.8862534
ACCIDENT_39906,4.7632165
ACCIDENT_39907,4.8121433
ACCIDENT_39908,4.710524
ACCIDENT_39909,4.5865674
ACCIDENT_39910,4.801705
ACCIDENT_39911,4.6755953
ACCIDENT_39912,4.5807724
ACCIDENT_39913,4.5618625
ACCIDENT_39914,4.322385
ACCIDENT_39915,4.3560357
ACCIDENT_39916,4.321148
ACCIDENT_39917,3.9781706
ACCIDENT_39918,5.0515738
ACCIDENT_39919,4.7279863
ACCIDENT_39920,4.527185
ACCIDENT_39921,4.7514377
ACCIDENT_39922,4.691399
ACCIDENT_39923,3.682015
ACCIDENT_39924,4.705119
ACCIDENT_39925,4.7997766
ACCIDENT_39926,4.785915
ACCIDENT_39927,3.5013053
ACCIDENT_39928,4.7692647
ACCIDENT_39929,4.4500566
ACCIDENT_39930,4.7095933
ACCIDENT_39931,4.583862
ACCIDENT_39932,4.5912924
ACCIDENT_39933,4.543736
ACCIDENT_39934,4.495424
ACCIDENT_39935,4.5364466
ACCIDENT_39936,4.5837245
ACCIDENT_39937,4.351317
ACCIDENT_39938,4.669343
ACCIDENT_39939,3.4843757
ACCIDENT_39940,4.6085386
ACCIDENT_39941,4.4077
ACCIDENT_39942,3.5088403
ACCIDENT_39943,4.452421
ACCIDENT_39944,4.587891
ACCIDENT_39945,3.8214781
ACCIDENT_39946,5.385268
ACCIDENT_39947,4.492831
ACCIDENT_39948,4.666369
ACCIDENT_39949,4.484596
ACCIDENT_39950,4.6051483
ACCIDENT_39951,4.50173
ACCIDENT_39952,4.7098055
ACCIDENT_39953,4.4062657
ACCIDENT_39954,4.9503713
ACCIDENT_39955,4.861446
ACCIDENT_39956,4.797841
ACCIDENT_39957,4.3888574
ACCIDENT_39958,4.462331
ACCIDENT_39959,4.4011645
ACCIDENT_39960,4.5106936
ACCIDENT_39961,4.549764
ACCIDENT_39962,4.77911
ACCIDENT_39963,4.262164
ACCIDENT_39964,4.693696
ACCIDENT_39965,4.5438833
ACCIDENT_39966,3.3685658
ACCIDENT_39967,4.753047
ACCIDENT_39968,4.749606
ACCIDENT_39969,3.7737396
ACCIDENT_39970,4.814429
ACCIDENT_39971,4.446499
ACCIDENT_39972,4.484121
ACCIDENT_39973,3.8460672
ACCIDENT_39974,4.896585
ACCIDENT_39975,4.562962
ACCIDENT_39976,3.8907964
ACCIDENT_39977,4.8333983
ACCIDENT_39978,4.5083365
ACCIDENT_39979,4.5267596
ACCIDENT_39980,4.515427
ACCIDENT_39981,3.756294
ACCIDENT_39982,4.826009
ACCIDENT_39983,3.9004884
ACCIDENT_39984,4.233976
ACCIDENT_39985,4.7830405
ACCIDENT_39986,4.8177733
ACCIDENT_39987,4.4856505
ACCIDENT_39988,4.360797
ACCIDENT_39989,4.395652
ACCIDENT_39990,4.249796
ACCIDENT_39991,4.59042
ACCIDENT_39992,4.639732
ACCIDENT_39993,4.4323936
ACCIDENT_39994,4.701123
ACCIDENT_39995,4.627647
ACCIDENT_39996,4.778253
ACCIDENT_39997,4.6845336
ACCIDENT_39998,3.0816019
ACCIDENT_39999,4.355913
ACCIDENT_40000,5.0241666
ACCIDENT_40001,4.7427344
ACCIDENT_40002,4.4670086
ACCIDENT_40003,4.2909145
ACCIDENT_40004,3.5941923
ACCIDENT_40005,4.9020047
ACCIDENT_40006,4.7751727
ACCIDENT_40007,5.2184305
ACCIDENT_40008,4.9785886
ACCIDENT_40009,4.84513
ACCIDENT_40010,4.984847
ACCIDENT_40011,5.0079646
ACCIDENT_40012,4.05527
ACCIDENT_40013,4.907261
ACCIDENT_40014,4.793284
ACCIDENT_40015,4.7485805
ACCIDENT_40016,4.690299
ACCIDENT_40017,4.999058
ACCIDENT_40018,3.8256333
ACCIDENT_40019,5.018902
ACCIDENT_40020,5.259808
ACCIDENT_40021,4.919843
ACCIDENT_40022,3.6413763
ACCIDENT_40023,4.760274
ACCIDENT_40024,4.761053
ACCIDENT_40025,4.7031
ACCIDENT_40026,4.4797287
ACCIDENT_40027,4.8790493
ACCIDENT_40028,4.1545706
ACCIDENT_40029,4.9034953
ACCIDENT_40030,4.957026
ACCIDENT_40031,5.012011
ACCIDENT_40032,4.856025
ACCIDENT_40033,4.8468275
ACCIDENT_40034,4.72082
ACCIDENT_40035,4.93144
ACCIDENT_40036,4.6854644
ACCIDENT_40037,4.0726714
ACCIDENT_40038,4.413663
ACCIDENT_40039,5.0468154
ACCIDENT_40040,5.1028824
ACCIDENT_40041,4.723163
ACCIDENT_40042,5.169989
ACCIDENT_40043,5.017474
ACCIDENT_40044,4.548736
ACCIDENT_40045,4.3426914
ACCIDENT_40046,5.0519567
ACCIDENT_40047,4.8777804
ACCIDENT_40048,4.927709
ACCIDENT_40049,4.903004
ACCIDENT_40050,4.0428314
ACCIDENT_40051,4.9251013
ACCIDENT_40052,4.9394655
ACCIDENT_40053,5.1320033
ACCIDENT_40054,4.883739
ACCIDENT_40055,4.43727
ACCIDENT_40056,4.6926966
ACCIDENT_40057,3.5137217
ACCIDENT_40058,4.7758026
ACCIDENT_40059,4.9575086
ACCIDENT_40060,4.941492
ACCIDENT_40061,4.5690746
ACCIDENT_40062,4.8998365
ACCIDENT_40063,4.9181633
ACCIDENT_40064,4.609383
ACCIDENT_40065,4.6644373
ACCIDENT_40066,4.5937934
ACCIDENT_40067,4.7389474
ACCIDENT_40068,4.5864544
ACCIDENT_40069,4.8664236
ACCIDENT_40070,3.9797256
ACCIDENT_40071,4.5638547
ACCIDENT_40072,4.6880965
ACCIDENT_40073,4.480476
ACCIDENT_40074,3.6796076
ACCIDENT_40075,5.002765
ACCIDENT_40076,4.613438
ACCIDENT_40077,4.570337
ACCIDENT_40078,4.979842
ACCIDENT_40079,4.6677155
ACCIDENT_40080,4.4492173
ACCIDENT_40081,3.9054306
ACCIDENT_40082,4.4618444
ACCIDENT_40083,4.786055
ACCIDENT_40084,4.77782
ACCIDENT_40085,4.7108016
ACCIDENT_40086,4.9458456
ACCIDENT_40087,4.8874536
ACCIDENT_40088,4.7854314
ACCIDENT_40089,4.701289
ACCIDENT_40090,4.7153077
ACCIDENT_40091,3.5261252
ACCIDENT_40092,4.5068007
ACCIDENT_40093,4.827675
ACCIDENT_40094,4.64508
ACCIDENT_40095,4.6407523
ACCIDENT_40096,4.7229996
ACCIDENT_40097,3.7238555
ACCIDENT_40098,4.452441
ACCIDENT_40099,3.665054
ACCIDENT_40100,3.857382
ACCIDENT_40101,4.997092
ACCIDENT_40102,4.435971
ACCIDENT_40103,4.0352025
ACCIDENT_40104,3.501684
ACCIDENT_40105,4.1021914
ACCIDENT_40106,4.596272
ACCIDENT_40107,3.8619463
ACCIDENT_40108,3.9406412
ACCIDENT_40109,4.2175484
ACCIDENT_40110,4.469051
ACCIDENT_40111,3.0893629
ACCIDENT_40112,4.236369
ACCIDENT_40113,4.699041
ACCIDENT_40114,4.776414
ACCIDENT_40115,4.816254
ACCIDENT_40116,4.6329575
ACCIDENT_40117,4.846583
ACCIDENT_40118,4.4205194
ACCIDENT_40119,4.45586
ACCIDENT_40120,3.3320656
ACCIDENT_40121,4.412284
ACCIDENT_40122,4.392713
ACCIDENT_40123,4.5934625
ACCIDENT_40124,4.1763725
ACCIDENT_40125,4.4339337
ACCIDENT_40126,3.6492512
ACCIDENT_40127,4.5113564
ACCIDENT_40128,4.4070015
ACCIDENT_40129,4.0654
ACCIDENT_40130,4.6446085
ACCIDENT_40131,4.673133
ACCIDENT_40132,3.862788
ACCIDENT_40133,4.682568
ACCIDENT_40134,3.5127833
ACCIDENT_40135,4.1681733
ACCIDENT_40136,4.5444365
ACCIDENT_40137,4.9936028
ACCIDENT_40138,4.602119
ACCIDENT_40139,3.8290942
ACCIDENT_40140,4.640192
ACCIDENT_40141,4.746619
ACCIDENT_40142,4.3899026
ACCIDENT_40143,4.701155
ACCIDENT_40144,4.645358
ACCIDENT_40145,4.4207706
ACCIDENT_40146,3.3786018
ACCIDENT_40147,3.8022463
ACCIDENT_40148,4.5649414
ACCIDENT_40149,4.781667
ACCIDENT_40150,4.698057
ACCIDENT_40151,4.829692
ACCIDENT_40152,3.61512
ACCIDENT_40153,4.4327917
ACCIDENT_40154,4.6798186
ACCIDENT_40155,4.4494104
ACCIDENT_40156,4.2816687
ACCIDENT_40157,4.654905
ACCIDENT_40158,4.232137
ACCIDENT_40159,3.3773148
ACCIDENT_40160,3.928592
ACCIDENT_40161,3.822561
ACCIDENT_40162,4.761093
ACCIDENT_40163,4.579396
ACCIDENT_40164,4.6219645
ACCIDENT_40165,4.389455
ACCIDENT_40166,4.521251
ACCIDENT_40167,4.526456
ACCIDENT_40168,3.3342757
ACCIDENT_40169,4.4957223
ACCIDENT_40170,4.555563
ACCIDENT_40171,4.248017
ACCIDENT_40172,4.4077435
ACCIDENT_40173,4.0780234
ACCIDENT_40174,4.625798
ACCIDENT_40175,3.9147036
ACCIDENT_40176,4.7823443
ACCIDENT_40177,3.425759
ACCIDENT_40178,3.821344
ACCIDENT_40179,4.419759
ACCIDENT_40180,4.352932
ACCIDENT_40181,4.535552
ACCIDENT_40182,4.665357
ACCIDENT_40183,5.0736156
ACCIDENT_40184,3.5118234
ACCIDENT_40185,3.5471787
ACCIDENT_40186,4.7193236
ACCIDENT_40187,4.418793
ACCIDENT_40188,4.5526166
ACCIDENT_40189,4.526977
ACCIDENT_40190,4.548681
ACCIDENT_40191,3.657879
ACCIDENT_40192,4.5443816
ACCIDENT_40193,4.759518
ACCIDENT_40194,4.6623087
ACCIDENT_40195,4.4230285
ACCIDENT_40196,4.453014
ACCIDENT_40197,3.8358133
ACCIDENT_40198,3.6312215
ACCIDENT_40199,4.877045
ACCIDENT_40200,4.5564895
ACCIDENT_40201,4.791188
ACCIDENT_40202,4.4437165
ACCIDENT_40203,4.780576
ACCIDENT_40204,4.589705
ACCIDENT_40205,4.4858017
ACCIDENT_40206,4.300672
ACCIDENT_40207,4.6186976
ACCIDENT_40208,3.6282196
ACCIDENT_40209,3.2273371
ACCIDENT_40210,4.4446797
ACCIDENT_40211,4.3582363
ACCIDENT_40212,4.556115
ACCIDENT_40213,4.474459
ACCIDENT_40214,4.448684
ACCIDENT_40215,4.530844
ACCIDENT_40216,4.2537518
ACCIDENT_40217,3.5349705
ACCIDENT_40218,4.387133
ACCIDENT_40219,5.1965857
ACCIDENT_40220,4.0438614
ACCIDENT_40221,4.7074113
ACCIDENT_40222,5.0903277
ACCIDENT_40223,5.0014234
ACCIDENT_40224,5.083202
ACCIDENT_40225,5.184042
ACCIDENT_40226,5.0691247
ACCIDENT_40227,4.9849534
ACCIDENT_40228,4.506757
ACCIDENT_40229,4.6599374
ACCIDENT_40230,5.4054446
ACCIDENT_40231,5.1528726
ACCIDENT_40232,4.7392735
ACCIDENT_40233,5.178734
ACCIDENT_40234,5.0314403
ACCIDENT_40235,4.8591814
ACCIDENT_40236,4.610271
ACCIDENT_40237,4.927265
ACCIDENT_40238,4.703893
ACCIDENT_40239,4.9515715
ACCIDENT_40240,4.766914
ACCIDENT_40241,5.1016912
ACCIDENT_40242,4.482509
ACCIDENT_40243,4.614664
ACCIDENT_40244,4.838036
ACCIDENT_40245,4.9025598
ACCIDENT_40246,4.4944787
ACCIDENT_40247,5.0793447
ACCIDENT_40248,4.3000464
ACCIDENT_40249,5.3193984
ACCIDENT_40250,5.3045096
ACCIDENT_40251,5.085652
ACCIDENT_40252,5.19931
ACCIDENT_40253,5.3048315
ACCIDENT_40254,3.692025
ACCIDENT_40255,4.0543528
ACCIDENT_40256,5.029574
ACCIDENT_40257,4.429538
ACCIDENT_40258,4.960364
ACCIDENT_40259,4.6972413
ACCIDENT_40260,5.1574697
ACCIDENT_40261,5.1246815
ACCIDENT_40262,4.9741254
ACCIDENT_40263,5.205008
ACCIDENT_40264,5.170956
ACCIDENT_40265,5.371116
ACCIDENT_40266,5.5041957
ACCIDENT_40267,4.941788
ACCIDENT_40268,4.910954
ACCIDENT_40269,4.9244223
ACCIDENT_40270,5.0761256
ACCIDENT_40271,5.074771
ACCIDENT_40272,3.891379
ACCIDENT_40273,3.8364344
ACCIDENT_40274,3.9808648
ACCIDENT_40275,4.6607604
ACCIDENT_40276,4.8362517
ACCIDENT_40277,3.7094247
ACCIDENT_40278,3.6702316
ACCIDENT_40279,4.8776937
ACCIDENT_40280,5.159022
ACCIDENT_40281,4.7956796
ACCIDENT_40282,5.00201
ACCIDENT_40283,4.9283605
ACCIDENT_40284,4.83987
ACCIDENT_40285,4.6549816
ACCIDENT_40286,4.745323
ACCIDENT_40287,4.64327
ACCIDENT_40288,4.8114357
ACCIDENT_40289,4.655504
ACCIDENT_40290,4.2451134
ACCIDENT_40291,4.575329
ACCIDENT_40292,4.7632604
ACCIDENT_40293,4.514662
ACCIDENT_40294,3.7770507
ACCIDENT_40295,4.4914684
ACCIDENT_40296,4.909163
ACCIDENT_40297,4.666827
ACCIDENT_40298,4.5677924
ACCIDENT_40299,4.6538134
ACCIDENT_40300,2.980087
ACCIDENT_40301,4.4911227
ACCIDENT_40302,3.5659084
ACCIDENT_40303,3.132675
ACCIDENT_40304,4.7801027
ACCIDENT_40305,4.7780147
ACCIDENT_40306,3.5802581
ACCIDENT_40307,4.3875847
ACCIDENT_40308,4.33751
ACCIDENT_40309,5.0394998
ACCIDENT_40310,3.6847093
ACCIDENT_40311,4.7551413
ACCIDENT_40312,4.792413
ACCIDENT_40313,4.6052356
ACCIDENT_40314,3.6994648
ACCIDENT_40315,4.5217023
ACCIDENT_40316,4.610575
ACCIDENT_40317,4.824201
ACCIDENT_40318,3.3956704
ACCIDENT_40319,4.55403
ACCIDENT_40320,4.860345
ACCIDENT_40321,4.3316207
ACCIDENT_40322,4.8412824
ACCIDENT_40323,4.674133
ACCIDENT_40324,4.712728
ACCIDENT_40325,3.657764
ACCIDENT_40326,4.805789
ACCIDENT_40327,4.6165996
ACCIDENT_40328,4.734827
ACCIDENT_40329,4.9340377
ACCIDENT_40330,4.8455977
ACCIDENT_40331,4.61428
ACCIDENT_40332,4.8446455
ACCIDENT_40333,4.833159
ACCIDENT_40334,4.427719
ACCIDENT_40335,4.8641515
ACCIDENT_40336,3.9551399
ACCIDENT_40337,4.629415
ACCIDENT_40338,4.70153
ACCIDENT_40339,4.9511185
ACCIDENT_40340,4.426492
ACCIDENT_40341,4.2376103
ACCIDENT_40342,4.5547566
ACCIDENT_40343,4.836854
ACCIDENT_40344,4.9344344
ACCIDENT_40345,4.884627
ACCIDENT_40346,4.8782415
ACCIDENT_40347,4.915926
ACCIDENT_40348,4.5988736
ACCIDENT_40349,4.8472943
ACCIDENT_40350,4.065124
ACCIDENT_40351,4.660355
ACCIDENT_40352,4.001822
ACCIDENT_40353,3.795094
ACCIDENT_40354,4.5376754
ACCIDENT_40355,4.4892225
ACCIDENT_40356,4.691537
ACCIDENT_40357,4.886862
ACCIDENT_40358,4.1765585
ACCIDENT_40359,4.5677943
ACCIDENT_40360,4.5641136
ACCIDENT_40361,4.409973
ACCIDENT_40362,4.434189
ACCIDENT_40363,4.3396645
ACCIDENT_40364,4.917618
ACCIDENT_40365,4.7565937
ACCIDENT_40366,4.848536
ACCIDENT_40367,4.848536
ACCIDENT_40368,4.387003
ACCIDENT_40369,3.419717
ACCIDENT_40370,4.554936
ACCIDENT_40371,4.4587417
ACCIDENT_40372,4.3609986
ACCIDENT_40373,4.371303
ACCIDENT_40374,4.113998
ACCIDENT_40375,3.5203476
ACCIDENT_40376,3.6019893
ACCIDENT_40377,3.8250363
ACCIDENT_40378,4.3930135
ACCIDENT_40379,3.2637665
ACCIDENT_40380,4.839401
ACCIDENT_40381,4.7008624
ACCIDENT_40382,4.6384983
ACCIDENT_40383,4.6539216
ACCIDENT_40384,4.691072
ACCIDENT_40385,4.8410535
ACCIDENT_40386,4.6409383
ACCIDENT_40387,4.69337
ACCIDENT_40388,3.7190678
ACCIDENT_40389,4.681066
ACCIDENT_40390,4.33993
ACCIDENT_40391,4.3702617
ACCIDENT_40392,4.2745275
ACCIDENT_40393,3.8381617
ACCIDENT_40394,3.617345
ACCIDENT_40395,4.6099668
ACCIDENT_40396,4.4936347
ACCIDENT_40397,4.127959
ACCIDENT_40398,4.6321607
ACCIDENT_40399,4.400298
ACCIDENT_40400,3.4718149
ACCIDENT_40401,4.4881244
ACCIDENT_40402,4.7359595
ACCIDENT_40403,4.1897273
ACCIDENT_40404,4.7062583
ACCIDENT_40405,3.580314
ACCIDENT_40406,3.6067336
ACCIDENT_40407,4.455185
ACCIDENT_40408,4.7081323
ACCIDENT_40409,3.4874027
ACCIDENT_40410,4.441338
ACCIDENT_40411,4.6779532
ACCIDENT_40412,4.1967964
ACCIDENT_40413,4.6289415
ACCIDENT_40414,4.0700684
ACCIDENT_40415,4.8779187
ACCIDENT_40416,4.437818
ACCIDENT_40417,4.364627
ACCIDENT_40418,3.5378582
ACCIDENT_40419,4.369313
ACCIDENT_40420,3.8744538
ACCIDENT_40421,4.337434
ACCIDENT_40422,4.835953
ACCIDENT_40423,4.5727305
ACCIDENT_40424,4.841698
ACCIDENT_40425,4.6372995
ACCIDENT_40426,4.622266
ACCIDENT_40427,4.7676725
ACCIDENT_40428,4.684103
ACCIDENT_40429,4.9153533
ACCIDENT_40430,4.844201
ACCIDENT_40431,4.708996
ACCIDENT_40432,4.275457
ACCIDENT_40433,5.031221
ACCIDENT_40434,4.6596193
ACCIDENT_40435,3.4852974
ACCIDENT_40436,4.8238883
ACCIDENT_40437,4.786556
ACCIDENT_40438,5.1189723
ACCIDENT_40439,4.5800424
ACCIDENT_40440,5.191491
ACCIDENT_40441,4.6252728
ACCIDENT_40442,5.3407927
ACCIDENT_40443,5.164288
ACCIDENT_40444,4.2649794
ACCIDENT_40445,4.235985
ACCIDENT_40446,4.9764495
ACCIDENT_40447,4.6616683
ACCIDENT_40448,3.5587049
ACCIDENT_40449,4.977986
ACCIDENT_40450,5.3689723
ACCIDENT_40451,4.9416714
ACCIDENT_40452,4.76557
